file,line,severity,confidence,domain,subdomain,category,check_id,message,evidence
/home/yichen/Desktop/Qwen_Security_Prompt04/F001.c,60,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,paras[idx].text = strdup(text);
/home/yichen/Desktop/Qwen_Security_Prompt04/F002.c,46,medium,review,memory,memory_string,dangerous_function,dangerous_function:sprintf,sprintf writes without an explicit destination size,"sprintf(nmsg, ""%s %s"", tm[i1].msg, tm[i2].msg);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F002.c,25,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(line, ""%s"", cmd);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F002.c,31,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", tag);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F002.c,42,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s %s %s"", t1, t2, nt);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F002.c,59,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", tag);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F002.c,69,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", tag);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F002.c,36,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,tm[tc].tag = strdup(tag);
/home/yichen/Desktop/Qwen_Security_Prompt04/F002.c,37,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,tm[tc].msg = strdup(msg);
/home/yichen/Desktop/Qwen_Security_Prompt04/F002.c,45,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *nmsg = malloc(strlen(tm[i1].msg) + strlen(tm[i2].msg) + 2);
/home/yichen/Desktop/Qwen_Security_Prompt04/F002.c,49,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,tm[tc].tag = strdup(nt);
/home/yichen/Desktop/Qwen_Security_Prompt04/F003.c,25,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(line, ""%s"", cmd);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F003.c,31,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", name);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F003.c,45,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", name);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F003.c,56,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s %s"", old, new_name);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F003.c,64,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", name);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F003.c,36,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,al[ac].name = strdup(name);
/home/yichen/Desktop/Qwen_Security_Prompt04/F003.c,37,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,al[ac].exp = strdup(exp);
/home/yichen/Desktop/Qwen_Security_Prompt04/F003.c,41,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,al[idx].exp = strdup(exp);
/home/yichen/Desktop/Qwen_Security_Prompt04/F003.c,60,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,al[idx].name = strdup(new_name);
/home/yichen/Desktop/Qwen_Security_Prompt04/F004.c,65,high,confirmed,memory,memory_string,dangerous_function,dangerous_function:strcat,"strcat depends on remaining destination capacity, which is not proven here","if (idx != -1) strcat(out, vars[idx].val);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F004.c,67,medium,review,memory,memory_string,dangerous_function,dangerous_function:strcat,"strcat depends on remaining destination capacity, which is not proven here","strcat(out, ""{"");"
/home/yichen/Desktop/Qwen_Security_Prompt04/F004.c,68,high,confirmed,memory,memory_string,dangerous_function,dangerous_function:strcat,"strcat depends on remaining destination capacity, which is not proven here","strcat(out, key);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F004.c,69,medium,review,memory,memory_string,dangerous_function,dangerous_function:strcat,"strcat depends on remaining destination capacity, which is not proven here","strcat(out, ""}"");"
/home/yichen/Desktop/Qwen_Security_Prompt04/F004.c,25,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(line, ""%s"", cmd);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F004.c,31,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", key);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F004.c,45,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", key);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F004.c,36,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,vars[vc].key = strdup(key);
/home/yichen/Desktop/Qwen_Security_Prompt04/F004.c,37,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,vars[vc].val = strdup(val);
/home/yichen/Desktop/Qwen_Security_Prompt04/F004.c,41,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,vars[idx].val = strdup(val);
/home/yichen/Desktop/Qwen_Security_Prompt04/F004.c,65,high,confirmed,memory,memory_string,string,tainted_sink:strcat,externally controlled input appears to reach strcat argument 2,"if (idx != -1) strcat(out, vars[idx].val);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F004.c,68,high,confirmed,memory,memory_string,string,tainted_sink:strcat,externally controlled input appears to reach strcat argument 2,"strcat(out, key);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F005.c,15,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(line, ""%s"", cmd);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F005.c,27,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,lines[idx] = strdup(text);
/home/yichen/Desktop/Qwen_Security_Prompt04/F005.c,30,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,lines[lc++] = strdup(rest);
/home/yichen/Desktop/Qwen_Security_Prompt04/F005.c,46,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,lines[idx] = strdup(text);
/home/yichen/Desktop/Qwen_Security_Prompt04/F006.c,27,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(line, ""%s"", cmd);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F006.c,34,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s %d"", item, &c);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F006.c,47,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s %d"", item, &c);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F006.c,55,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", item);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F006.c,64,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", item);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F006.c,37,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,inv[ic].item = strdup(item);
/home/yichen/Desktop/Qwen_Security_Prompt04/F006.c,39,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,ins_order[ioc++] = strdup(item);
/home/yichen/Desktop/Qwen_Security_Prompt04/F007.c,28,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(line, ""%s"", cmd);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F007.c,35,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%d %s"", &t, label);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F007.c,48,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%d %s"", &t, label);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F007.c,60,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", label);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F007.c,42,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,acts[ac].label = strdup(label);
/home/yichen/Desktop/Qwen_Security_Prompt04/F007.c,43,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,acts[ac].note = strdup(p);
/home/yichen/Desktop/Qwen_Security_Prompt04/F008.c,26,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(line, ""%s"", cmd);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F008.c,33,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s %d"", name, &score);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F008.c,52,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", name);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F008.c,41,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,stus[sc].name = strdup(name);
/home/yichen/Desktop/Qwen_Security_Prompt04/F008.c,43,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,stus[sc].note = strdup(p);
/home/yichen/Desktop/Qwen_Security_Prompt04/F008.c,48,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,stus[idx].note = strdup(p);
/home/yichen/Desktop/Qwen_Security_Prompt04/F009.c,30,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(line, ""%s"", cmd);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F009.c,36,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", group);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F009.c,51,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s %s %s"", gA, gB, nG);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F009.c,76,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", group);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F009.c,87,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", group);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F009.c,41,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,grps[gc].group = strdup(group);
/home/yichen/Desktop/Qwen_Security_Prompt04/F009.c,46,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"grps[idx].evs = realloc(grps[idx].evs, sizeof(Ev) * (grps[idx].ec + 1));"
/home/yichen/Desktop/Qwen_Security_Prompt04/F009.c,46,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"grps[idx].evs = realloc(grps[idx].evs, sizeof(Ev) * (grps[idx].ec + 1));"
/home/yichen/Desktop/Qwen_Security_Prompt04/F009.c,47,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,grps[idx].evs[grps[idx].ec].desc = strdup(desc);
/home/yichen/Desktop/Qwen_Security_Prompt04/F009.c,55,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,grps[gc].group = strdup(nG);
/home/yichen/Desktop/Qwen_Security_Prompt04/F009.c,62,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"grps[iN].evs = realloc(grps[iN].evs, sizeof(Ev) * (grps[iN].ec + 1));"
/home/yichen/Desktop/Qwen_Security_Prompt04/F009.c,63,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,grps[iN].evs[grps[iN].ec].desc = strdup(grps[iA].evs[i].desc);
/home/yichen/Desktop/Qwen_Security_Prompt04/F009.c,69,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"grps[iN].evs = realloc(grps[iN].evs, sizeof(Ev) * (grps[iN].ec + 1));"
/home/yichen/Desktop/Qwen_Security_Prompt04/F009.c,70,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,grps[iN].evs[grps[iN].ec].desc = strdup(grps[iB].evs[i].desc);
/home/yichen/Desktop/Qwen_Security_Prompt04/F010.c,30,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(line, ""%s"", cmd);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F010.c,36,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s %s"", key, val);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F010.c,49,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s %s"", key, val);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F010.c,63,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", key);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F010.c,74,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", key);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F010.c,39,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,keys[kc].key = strdup(key);
/home/yichen/Desktop/Qwen_Security_Prompt04/F010.c,44,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"keys[idx].vals = realloc(keys[idx].vals, sizeof(Val) * (keys[idx].vc + 1));"
/home/yichen/Desktop/Qwen_Security_Prompt04/F010.c,44,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"keys[idx].vals = realloc(keys[idx].vals, sizeof(Val) * (keys[idx].vc + 1));"
/home/yichen/Desktop/Qwen_Security_Prompt04/F010.c,45,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,keys[idx].vals[keys[idx].vc].val = strdup(val);
/home/yichen/Desktop/Qwen_Security_Prompt04/F011.c,27,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(line, ""%s"", cmd);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F011.c,33,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", title);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F011.c,43,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", title);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F011.c,53,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", title);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F011.c,71,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", title);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F011.c,37,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,drafts[dc].title = strdup(title);
/home/yichen/Desktop/Qwen_Security_Prompt04/F011.c,38,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,drafts[dc].body = strdup(body);
/home/yichen/Desktop/Qwen_Security_Prompt04/F011.c,49,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,drafts[idx].body = strdup(body);
/home/yichen/Desktop/Qwen_Security_Prompt04/F012.c,25,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(line, ""%s"", cmd);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F012.c,31,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", name);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F012.c,46,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", name);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F012.c,56,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", name);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F012.c,34,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,q[tail].name = strdup(name);
/home/yichen/Desktop/Qwen_Security_Prompt04/F012.c,35,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,q[tail].note = strdup(note);
/home/yichen/Desktop/Qwen_Security_Prompt04/F013.c,25,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(line, ""%s"", cmd);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F013.c,31,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", title);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F013.c,39,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", title);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F013.c,49,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", title);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F013.c,59,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", title);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F013.c,80,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", title);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F013.c,34,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,todo[tc].title = strdup(title);
/home/yichen/Desktop/Qwen_Security_Prompt04/F013.c,35,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,todo[tc].note = strdup(note);
/home/yichen/Desktop/Qwen_Security_Prompt04/F014.c,27,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(line, ""%s"", cmd);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F014.c,33,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", name);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F014.c,42,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s %s"", name, label);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F014.c,49,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s %s"", name, label);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F014.c,63,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", name);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F014.c,74,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", name);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F014.c,36,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,items[ic].name = strdup(name);
/home/yichen/Desktop/Qwen_Security_Prompt04/F014.c,37,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,items[ic].note = strdup(note);
/home/yichen/Desktop/Qwen_Security_Prompt04/F015.c,55,medium,review,memory,memory_string,dangerous_function,dangerous_function:sprintf,sprintf writes without an explicit destination size,"sprintf(nn, ""%s %s"", cons[ik].note, cons[ir].note);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F015.c,27,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(line, ""%s"", cmd);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F015.c,33,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s %s %s"", name, email, phone);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F015.c,41,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", name);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F015.c,51,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s %s"", keep, rem);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F015.c,64,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", name);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F015.c,73,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", name);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F015.c,34,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,cons[cc].name = strdup(name);
/home/yichen/Desktop/Qwen_Security_Prompt04/F015.c,35,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,cons[cc].email = strdup(email);
/home/yichen/Desktop/Qwen_Security_Prompt04/F015.c,36,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,cons[cc].phone = strdup(phone);
/home/yichen/Desktop/Qwen_Security_Prompt04/F015.c,37,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,"cons[cc].note = strdup("""");"
/home/yichen/Desktop/Qwen_Security_Prompt04/F015.c,47,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,cons[idx].note = strdup(text);
/home/yichen/Desktop/Qwen_Security_Prompt04/F015.c,54,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *nn = malloc(strlen(cons[ik].note) + strlen(cons[ir].note) + 2);
/home/yichen/Desktop/Qwen_Security_Prompt04/F016.c,46,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(line, ""%s"", cmd);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F016.c,62,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", name);"
/home/yichen/Desktop/Qwen_Security_Prompt04/F016.c,71,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,sscanf format contains unbounded %s conversion,"sscanf(rest, ""%s"", name);"
